device,loop,zone,description,subtype,type,name,locationId
16,41,2001,FPS-BMV-ICG-B03-09,a02,HYD,L41 - D16 - Z2001 - FPS-BMV-ICG-B03-09 - HYD,
17,41,12,IRD-ICG-B02-HRL-01 ROSEWOOD LOBBY,x02,OPT,L41 - D17 - Z12 - IRD-ICG-B02-HRL-01 ROSEWOOD LOBBY - OPT,IRD-ICG-B02-HRL-01
18,41,12,IRD-ICG-B02-HRL-01 ROSEWOOD LOBBY,x02,OPT,L41 - D18 - Z12 - IRD-ICG-B02-HRL-01 ROSEWOOD LOBBY - OPT,IRD-ICG-B02-HRL-01
19,41,16,IRD-ICG-B02-SIC-01 COMMS CUPBOARD,x02,OPT,L41 - D19 - Z16 - IRD-ICG-B02-SIC-01 COMMS CUPBOARD - OPT,IRD-ICG-B02-SIC-01
20,41,16,IRD-ICG-B02-LGL-01 PUBLIC LOBBY,x02,OPT,L41 - D20 - Z16 - IRD-ICG-B02-LGL-01 PUBLIC LOBBY - OPT,IRD-ICG-B02-LGL-01
21,41,16,IRD-ICG-B02-LGL-01 PUBLIC LOBBY,x02,OPT,L41 - D21 - Z16 - IRD-ICG-B02-LGL-01 PUBLIC LOBBY - OPT,IRD-ICG-B02-LGL-01
22,41,16,IRD-ICG-B02-LGL-01 PUBLIC LOBBY,x02,OPT,L41 - D22 - Z16 - IRD-ICG-B02-LGL-01 PUBLIC LOBBY - OPT,IRD-ICG-B02-LGL-01
23,41,16,IRD-ICG-B02-LGL-01 PUBLIC LOBBY,x02,OPT,L41 - D23 - Z16 - IRD-ICG-B02-LGL-01 PUBLIC LOBBY - OPT,IRD-ICG-B02-LGL-01
24,41,3300,IRD-ICG-B02-LGL-01 PUBLIC LOBBY D,a03,DOOR,L41 - D24 - Z3300 - IRD-ICG-B02-LGL-01 PUBLIC LOBBY D - DOOR,IRD-ICG-B02-LGL-01
26,41,17,IRD-ICG-B01-SEL-01 ELEC CUPBOARD,x02,OPT,L41 - D26 - Z17 - IRD-ICG-B01-SEL-01 ELEC CUPBOARD - OPT,IRD-ICG-B01-SEL-01
27,41,17,IRD-ICG-B01-SIC-02 COMMS CUPBOARD,x02,OPT,L41 - D27 - Z17 - IRD-ICG-B01-SIC-02 COMMS CUPBOARD - OPT,IRD-ICG-B01-SIC-02
29,41,17,IRD-IT1-B01-SEL-01 ELEC CUPBOARD,x02,OPT,L41 - D29 - Z17 - IRD-IT1-B01-SEL-01 ELEC CUPBOARD - OPT,IRD-IT1-B01-SEL-01
30,41,2001,FPS-BMV-ICG-B03-01-2-3,a03,HYD,L41 - D30 - Z2001 - FPS-BMV-ICG-B03-01-2-3 - HYD,
35,41,2003,FPS-BMV-ICG-B01-19,a02,HYD,L41 - D35 - Z2003 - FPS-BMV-ICG-B01-19 - HYD,
36,41,2003,FPS-BMV-ICG-B01-28-29-30,a03,HYD,L41 - D36 - Z2003 - FPS-BMV-ICG-B01-28-29-30 - HYD,
38,41,21,IRD-ICG-B01-SIC-01 COMMS CUPBOARD,x02,OPT,L41 - D38 - Z21 - IRD-ICG-B01-SIC-01 COMMS CUPBOARD - OPT,IRD-ICG-B01-SIC-01
39,41,21,IRD-ICG-B01-LGL-01 PUBLIC LOBBY,x02,OPT,L41 - D39 - Z21 - IRD-ICG-B01-LGL-01 PUBLIC LOBBY - OPT,IRD-ICG-B01-LGL-01
40,41,21,IRD-ICG-B01-LGL-01 PUBLIC LOBBY,x02,OPT,L41 - D40 - Z21 - IRD-ICG-B01-LGL-01 PUBLIC LOBBY - OPT,IRD-ICG-B01-LGL-01
41,41,21,IRD-ICG-B01-LGL-01 PUBLIC LOBBY,x02,OPT,L41 - D41 - Z21 - IRD-ICG-B01-LGL-01 PUBLIC LOBBY - OPT,IRD-ICG-B01-LGL-01
42,41,21,IRD-ICG-B01-LGL-01 PUBLIC LOBBY,x02,OPT,L41 - D42 - Z21 - IRD-ICG-B01-LGL-01 PUBLIC LOBBY - OPT,IRD-ICG-B01-LGL-01
43,41,3300,IRD-ICG-B01-LGL-01 EXIT-DOOR,a03,DOOR,L41 - D43 - Z3300 - IRD-ICG-B01-LGL-01 EXIT-DOOR - DOOR,IRD-ICG-B01-LGL-01
46,41,2003,FPS-BMV-ICG-B01-04-20-44,a03,HYD,L41 - D46 - Z2003 - FPS-BMV-ICG-B01-04-20-44 - HYD,
47,41,2003,FPS-BMV-ICG-B01-22,a02,HYD,L41 - D47 - Z2003 - FPS-BMV-ICG-B01-22 - HYD,
48,41,2003,FPS-BMV-ICG-B01-45,a02,HYD,L41 - D48 - Z2003 - FPS-BMV-ICG-B01-45 - HYD,
49,41,2003,FPS-BMV-ICG-B01-35,a02,HYD,L41 - D49 - Z2003 - FPS-BMV-ICG-B01-35 - HYD,
50,41,17,IRD-ICG-B01-SME-01 MECH CUPBOARD,x02,OPT,L41 - D50 - Z17 - IRD-ICG-B01-SME-01 MECH CUPBOARD - OPT,IRD-ICG-B01-SME-01
51,41,2001,FPS-BMV-ICG-B03-07,a02,HYD,L41 - D51 - Z2001 - FPS-BMV-ICG-B03-07 - HYD,
52,41,2001,FPS-BMV-ICG-B03-08,a02,HYD,L41 - D52 - Z2001 - FPS-BMV-ICG-B03-08 - HYD,
53,41,2001,FPS-BMV-ICG-B03-12,a03,HYD,L41 - D53 - Z2001 - FPS-BMV-ICG-B03-12 - HYD,
54,41,2001,FPS-BMV-ICG-B03-10,a03,HYD,L41 - D54 - Z2001 - FPS-BMV-ICG-B03-10 - HYD,
55,41,2001,FPS-BMV-ICG-B03-04-5-6,a03,HYD,L41 - D55 - Z2001 - FPS-BMV-ICG-B03-04-5-6 - HYD,
60,41,2002,FPS-BMV-ICG-B02-01,a02,HYD,L41 - D60 - Z2002 - FPS-BMV-ICG-B02-01 - HYD,
1,42,22,IRD-ICG-L00-CSV-01 BOH CORRIDOR,x02,OPT,L42 - D1 - Z22 - IRD-ICG-L00-CSV-01 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-01
2,42,22,IRD-IT1-L00-SEL-02 ELEC CUPBOARD,x02,OPT,L42 - D2 - Z22 - IRD-IT1-L00-SEL-02 ELEC CUPBOARD - OPT,IRD-IT1-L00-SEL-02
3,42,22,IRD-IT1-L00-SEL-01 ELEC CUPBOARD,x02,OPT,L42 - D3 - Z22 - IRD-IT1-L00-SEL-01 ELEC CUPBOARD - OPT,IRD-IT1-L00-SEL-01
4,42,22,IRD-IT1-L00-SIC-01 COMMS CUPBOARD,x02,OPT,L42 - D4 - Z22 - IRD-IT1-L00-SIC-01 COMMS CUPBOARD - OPT,IRD-IT1-L00-SIC-01
5,42,22,IRD-ICG-L00-CSV-02 BOH CORRIDOR,x02,OPT,L42 - D5 - Z22 - IRD-ICG-L00-CSV-02 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-02
6,42,22,IRD-ICG-L00-CSV-02 BOH CORRIDOR,x02,OPT,L42 - D6 - Z22 - IRD-ICG-L00-CSV-02 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-02
12,42,22,IRD-ICG-L00-HDL-O1 COLD SHELL,x02,OPT,L42 - D12 - Z22 - IRD-ICG-L00-HDL-O1 COLD SHELL - OPT,IRD-ICG-L00-HDL-O1
13,42,22,IRD-ICG-L00-HDL-O1 COLD SHELL,x02,OPT,L42 - D13 - Z22 - IRD-ICG-L00-HDL-O1 COLD SHELL - OPT,IRD-ICG-L00-HDL-O1
14,42,22,IRD-ICG-L00-CSV-01 BOH CORRIDOR,x02,OPT,L42 - D14 - Z22 - IRD-ICG-L00-CSV-01 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-01
15,42,22,IRD-IT1-L00-SEL-03 ELEC CUPBOARD,x02,OPT,L42 - D15 - Z22 - IRD-IT1-L00-SEL-03 ELEC CUPBOARD - OPT,IRD-IT1-L00-SEL-03
16,42,22,IRD-ICG-L00-BRS-01 BOH LOBBY IT1,x02,OPT,L42 - D16 - Z22 - IRD-ICG-L00-BRS-01 BOH LOBBY IT1 - OPT,IRD-ICG-L00-BRS-01
17,42,22,IRD-ICG-L00-HDL-O1 COLD SHELL,x02,OPT,L42 - D17 - Z22 - IRD-ICG-L00-HDL-O1 COLD SHELL - OPT,IRD-ICG-L00-HDL-O1
18,42,22,IRD-ICG-L00-CSV-01 BOH CORRIDOR,x02,OPT,L42 - D18 - Z22 - IRD-ICG-L00-CSV-01 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-01
19,42,22,IRD-ICG-L00-SEL-25 ELEC CUPBOARD,x02,OPT,L42 - D19 - Z22 - IRD-ICG-L00-SEL-25 ELEC CUPBOARD - OPT,IRD-ICG-L00-SEL-25
20,42,22,IRD-ICG-L00-HDL-O1 COLD SHELL,x02,OPT,L42 - D20 - Z22 - IRD-ICG-L00-HDL-O1 COLD SHELL - OPT,IRD-ICG-L00-HDL-O1
21,42,22,IRD-ICG-L00-HDL-O1 COLD SHELL,x02,OPT,L42 - D21 - Z22 - IRD-ICG-L00-HDL-O1 COLD SHELL - OPT,IRD-ICG-L00-HDL-O1
22,42,22,IRD-ICG-L00-PEL-08 FIBRE PATCH RM,x02,OPT,L42 - D22 - Z22 - IRD-ICG-L00-PEL-08 FIBRE PATCH RM - OPT,IRD-ICG-L00-PEL-08
23,42,23,IRD-ICG-L00-CSV-06 BOH CORRIDOR,x02,OPT,L42 - D23 - Z23 - IRD-ICG-L00-CSV-06 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-06
24,42,23,IRD-ICG-L00-CSV-01 BOH CORRIDOR,x02,OPT,L42 - D24 - Z23 - IRD-ICG-L00-CSV-01 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-01
25,42,23,IRD-ICG-L00-CSV-06 BOH CORRIDOR,x02,OPT,L42 - D25 - Z23 - IRD-ICG-L00-CSV-06 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-06
26,42,23,IRD-ICG-L00-CSV-01 BOH CORRIDOR,x02,OPT,L42 - D26 - Z23 - IRD-ICG-L00-CSV-01 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-01
27,42,23,IRD-ICG-L00-SIC-06 COMMS CUPBOARD,x02,OPT,L42 - D27 - Z23 - IRD-ICG-L00-SIC-06 COMMS CUPBOARD - OPT,IRD-ICG-L00-SIC-06
28,42,3400,IRD-IT1-L00-SIC-06 SECURITY TRIP,a03,SEC,L42 - D28 - Z3400 - IRD-IT1-L00-SIC-06 SECURITY TRIP - SEC,IRD-IT1-L00-SIC-06
29,42,3205,IRD-ICG-L00-LGL-01 EXIT-DOOR,a03,SIGN,L42 - D29 - Z3205 - IRD-ICG-L00-LGL-01 EXIT-DOOR - SIGN,IRD-ICG-L00-LGL-01
30,42,3205,LEVEL 00 EXIT INTERFACE NTH,a03,SIGN,L42 - D30 - Z3205 - LEVEL 00 EXIT INTERFACE NTH - SIGN,
31,42,23,IRD-ICG-L00-CSV-01 BOH CORRIDOR,x02,OPT,L42 - D31 - Z23 - IRD-ICG-L00-CSV-01 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-01
32,42,23,IRD-ICG-L00-CSV-01 BOH CORRIDOR,x02,OPT,L42 - D32 - Z23 - IRD-ICG-L00-CSV-01 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-01
33,42,33,IRD-ICG-L00-PEL-02 HV SW ROOM 1,x02,OPT,L42 - D33 - Z33 - IRD-ICG-L00-PEL-02 HV SW ROOM 1 - OPT,IRD-ICG-L00-PEL-02
34,42,33,IRD-ICG-L00-PEL-02 HV SW ROOM 1,x02,OPT,L42 - D34 - Z33 - IRD-ICG-L00-PEL-02 HV SW ROOM 1 - OPT,IRD-ICG-L00-PEL-02
35,42,33,IRD-ICG-L00-CSV-03 BOH CORRIDOR,x02,OPT,L42 - D35 - Z33 - IRD-ICG-L00-CSV-03 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-03
36,42,33,IRD-ICG-L00-PEL-07 CEP STATION 1,x02,OPT,L42 - D36 - Z33 - IRD-ICG-L00-PEL-07 CEP STATION 1 - OPT,IRD-ICG-L00-PEL-07
37,42,33,IRD-ICG-L00-PEL-07 CEP STATION 1,x02,OPT,L42 - D37 - Z33 - IRD-ICG-L00-PEL-07 CEP STATION 1 - OPT,IRD-ICG-L00-PEL-07
38,42,33,IRD-ICG-L00-PEL-06 MSB CEP,x02,OPT,L42 - D38 - Z33 - IRD-ICG-L00-PEL-06 MSB CEP - OPT,IRD-ICG-L00-PEL-06
39,42,33,IRD-ICG-L00-PEL-06 MSB CEP,x02,OPT,L42 - D39 - Z33 - IRD-ICG-L00-PEL-06 MSB CEP - OPT,IRD-ICG-L00-PEL-06
40,42,32,IRD-ICG-L00-CGL-02 ATRIUM LOBBY,x02,OPT,L42 - D40 - Z32 - IRD-ICG-L00-CGL-02 ATRIUM LOBBY - OPT,IRD-ICG-L00-CGL-02
41,42,32,IRD-ICG-L00-CGL-01 ATRIUM AIRLOCK,x02,OPT,L42 - D41 - Z32 - IRD-ICG-L00-CGL-01 ATRIUM AIRLOCK - OPT,IRD-ICG-L00-CGL-01
42,42,32,IRD-ICG-L00-SIC-01 COMMS CUPBOARD,x02,OPT,L42 - D42 - Z32 - IRD-ICG-L00-SIC-01 COMMS CUPBOARD - OPT,IRD-ICG-L00-SIC-01
43,42,32,IRD-ICG-L00-EFS-03 STAIR LOBBY,x02,OPT,L42 - D43 - Z32 - IRD-ICG-L00-EFS-03 STAIR LOBBY - OPT,IRD-ICG-L00-EFS-03
44,42,32,IRD-ICG-L00-HDL-O1 COLD SHELL,x02,OPT,L42 - D44 - Z32 - IRD-ICG-L00-HDL-O1 COLD SHELL - OPT,IRD-ICG-L00-HDL-O1
48,42,23,IRD-ICG-L00-CSV-01 BOH CORRIDOR,x02,OPT,L42 - D48 - Z23 - IRD-ICG-L00-CSV-01 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-01
49,42,3301,IRD-ICG-L00-CSV-01 BOH CORRI MDH,a03,MDH,L42 - D49 - Z3301 - IRD-ICG-L00-CSV-01 BOH CORRI MDH - MDH,IRD-ICG-L00-CSV-01
52,42,32,IRD-ICG-L00-BGD-01 LOADING DOCK 1,x02,OPT,L42 - D52 - Z32 - IRD-ICG-L00-BGD-01 LOADING DOCK 1 - OPT,IRD-ICG-L00-BGD-01
53,42,23,IRD-ICG-L00-CSV-06 BOH CORRIDOR,x02,OPT,L42 - D53 - Z23 - IRD-ICG-L00-CSV-06 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-06
54,42,3400,IRD-ICG-L00-SIC-01 SECURITY TRIP,a03,SEC,L42 - D54 - Z3400 - IRD-ICG-L00-SIC-01 SECURITY TRIP - SEC,IRD-ICG-L00-SIC-01
55,42,32,IRD-ICG-L00-BGD-01 LOADING DOCK 1,x02,OPT,L42 - D55 - Z32 - IRD-ICG-L00-BGD-01 LOADING DOCK 1 - OPT,IRD-ICG-L00-BGD-01
56,42,3301,IRD-ICG-L00-CSV-06 BOH CORRI MDH,a03,MDH,L42 - D56 - Z3301 - IRD-ICG-L00-CSV-06 BOH CORRI MDH - MDH,IRD-ICG-L00-CSV-06
57,42,32,IRD-ICG-L00-BGD-02 LOADING DOCK 2,x02,OPT,L42 - D57 - Z32 - IRD-ICG-L00-BGD-02 LOADING DOCK 2 - OPT,IRD-ICG-L00-BGD-02
67,42,22,IRD-ICG-L00-PEL-10 MCR-DCR2 UPS,x02,OPT,L42 - D67 - Z22 - IRD-ICG-L00-PEL-10 MCR-DCR2 UPS - OPT,IRD-ICG-L00-PEL-10
68,42,22,IRD-ICG-L00-PEL-09 MCR-DCR2 UPS,x02,OPT,L42 - D68 - Z22 - IRD-ICG-L00-PEL-09 MCR-DCR2 UPS - OPT,IRD-ICG-L00-PEL-09
69,42,22,IRD-ICG-L00-CSV-01 BOH CORRIDOR,x02,OPT,L42 - D69 - Z22 - IRD-ICG-L00-CSV-01 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-01
70,42,22,IRD-ICG-L00-SEL-02 UPS BATTERY RM,x02,OPT,L42 - D70 - Z22 - IRD-ICG-L00-SEL-02 UPS BATTERY RM - OPT,IRD-ICG-L00-SEL-02
71,42,22,IRD-ICG-L00-SEL-01 UPS BATTERY RM,x02,OPT,L42 - D71 - Z22 - IRD-ICG-L00-SEL-01 UPS BATTERY RM - OPT,IRD-ICG-L00-SEL-01
1,43,34,IRD-ICG-L01-SFS-07 FIRE CUPBOARD,x02,OPT,L43 - D1 - Z34 - IRD-ICG-L01-SFS-07 FIRE CUPBOARD - OPT,IRD-ICG-L01-SFS-07
2,43,34,IRD-ICG-L01-BRS-01 ROSEWOOD BOH,x02,OPT,L43 - D2 - Z34 - IRD-ICG-L01-BRS-01 ROSEWOOD BOH - OPT,IRD-ICG-L01-BRS-01
3,43,34,IRD-ICG-L01-CGS-01 BOH CORRIDOR,x02,OPT,L43 - D3 - Z34 - IRD-ICG-L01-CGS-01 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-01
4,43,34,IRD-IT1-L01-SEL-03 ELEC CUPBOARD,x02,OPT,L43 - D4 - Z34 - IRD-IT1-L01-SEL-03 ELEC CUPBOARD - OPT,IRD-IT1-L01-SEL-03
5,43,34,IRD-ICG-L01-BGS-21 STAR ADMIN 3,x02,OPT,L43 - D5 - Z34 - IRD-ICG-L01-BGS-21 STAR ADMIN 3 - OPT,IRD-ICG-L01-BGS-21
6,43,34,IRD-ICG-L01-BGS-21 STAR ADMIN 3,x02,OPT,L43 - D6 - Z34 - IRD-ICG-L01-BGS-21 STAR ADMIN 3 - OPT,IRD-ICG-L01-BGS-21
7,43,34,IRD-ICG-L01-CGS-09 BOH CORRIDOR,x02,OPT,L43 - D7 - Z34 - IRD-ICG-L01-CGS-09 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-09
8,43,34,IRD-IT1-L01-SEL-01 ELEC CUPBOARD,x02,OPT,L43 - D8 - Z34 - IRD-IT1-L01-SEL-01 ELEC CUPBOARD - OPT,IRD-IT1-L01-SEL-01
9,43,34,IRD-IT1-L01-SEL-02 ELEC CUPBOARD,x02,OPT,L43 - D9 - Z34 - IRD-IT1-L01-SEL-02 ELEC CUPBOARD - OPT,IRD-IT1-L01-SEL-02
10,43,34,IRD-IT1-L01-SIC-01 COMMS CUPBOARD,x02,OPT,L43 - D10 - Z34 - IRD-IT1-L01-SIC-01 COMMS CUPBOARD - OPT,IRD-IT1-L01-SIC-01
11,43,34,IRD-ICG-L01-CGS-01 BOH CORRIDOR,x02,OPT,L43 - D11 - Z34 - IRD-ICG-L01-CGS-01 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-01
12,43,34,IRD-ICG-L01-CGS-01 BOH CORRIDOR,x02,OPT,L43 - D12 - Z34 - IRD-ICG-L01-CGS-01 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-01
13,43,34,IRD-ICG-L01-CGS-09 BOH CORRIDOR,x02,OPT,L43 - D13 - Z34 - IRD-ICG-L01-CGS-09 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-09
14,43,34,IRD-ICG-L01-CGS-01 BOH CORRIDOR,x02,OPT,L43 - D14 - Z34 - IRD-ICG-L01-CGS-01 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-01
15,43,34,IRD-ICG-L01-CGS-01 BOH CORRIDOR,x02,OPT,L43 - D15 - Z34 - IRD-ICG-L01-CGS-01 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-01
16,43,35,IRD-ICG-L01-CGS-01 BOH CORRIDOR,x02,OPT,L43 - D16 - Z35 - IRD-ICG-L01-CGS-01 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-01
17,43,35,IRD-ICG-L01-CGS-01 BOH CORRIDOR,x02,OPT,L43 - D17 - Z35 - IRD-ICG-L01-CGS-01 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-01
18,43,35,IRD-ICG-L01-SIC-21 COMMS CUPBOARD,x02,OPT,L43 - D18 - Z35 - IRD-ICG-L01-SIC-21 COMMS CUPBOARD - OPT,IRD-ICG-L01-SIC-21
19,43,35,IRD-ICG-L01-CGS-11 BOH CORRIDOR,x02,OPT,L43 - D19 - Z35 - IRD-ICG-L01-CGS-11 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-11
20,43,35,IRD-ICG-L01-CGS-11 BOH CORRIDOR,x02,OPT,L43 - D20 - Z35 - IRD-ICG-L01-CGS-11 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-11
21,43,35,IRD-ICG-L01-CGS-11 BOH CORRIDOR,x02,OPT,L43 - D21 - Z35 - IRD-ICG-L01-CGS-11 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-11
22,43,35,IRD-ICG-L01-CGS-11 BOH CORRIDOR,x02,OPT,L43 - D22 - Z35 - IRD-ICG-L01-CGS-11 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-11
23,43,35,IRD-ICG-L01-CGS-11 BOH CORRIDOR,x02,OPT,L43 - D23 - Z35 - IRD-ICG-L01-CGS-11 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-11
24,43,35,IRD-ICG-L01-CGS-11 BOH CORRIDOR,x02,OPT,L43 - D24 - Z35 - IRD-ICG-L01-CGS-11 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-11
25,43,35,IRD-ICG-L01-BSR-01 UNIFORM STORE,x02,OPT,L43 - D25 - Z35 - IRD-ICG-L01-BSR-01 UNIFORM STORE - OPT,IRD-ICG-L01-BSR-01
26,43,35,IRD-ICG-L01-CGS-05 BOH CORRIDOR,x02,OPT,L43 - D26 - Z35 - IRD-ICG-L01-CGS-05 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-05
27,43,35,IRD-ICG-L01-CGS-05 BOH CORRIDOR,x02,OPT,L43 - D27 - Z35 - IRD-ICG-L01-CGS-05 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-05
28,43,35,IRD-ICG-L01-CGS-04 BOH CORRIDOR,x02,OPT,L43 - D28 - Z35 - IRD-ICG-L01-CGS-04 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-04
29,43,35,IRD-ICG-L01-CGS-05 BOH CORRIDOR,x02,OPT,L43 - D29 - Z35 - IRD-ICG-L01-CGS-05 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-05
30,43,35,IRD-ICG-L01-AMS-17 STAFF LOCKER,x02,OPT,L43 - D30 - Z35 - IRD-ICG-L01-AMS-17 STAFF LOCKER - OPT,IRD-ICG-L01-AMS-17
31,43,35,IRD-ICG-L01-AMS-17 STAFF LOCKER,x02,OPT,L43 - D31 - Z35 - IRD-ICG-L01-AMS-17 STAFF LOCKER - OPT,IRD-ICG-L01-AMS-17
32,43,35,IRD-ICG-L01-AMS-17 STAFF LOCKER,x02,OPT,L43 - D32 - Z35 - IRD-ICG-L01-AMS-17 STAFF LOCKER - OPT,IRD-ICG-L01-AMS-17
33,43,35,IRD-ICG-L01-AMS-17 STAFF LOCKER,x02,OPT,L43 - D33 - Z35 - IRD-ICG-L01-AMS-17 STAFF LOCKER - OPT,IRD-ICG-L01-AMS-17
34,43,35,IRD-ICG-L01-CGS-04 BOH CORRIDOR,x02,OPT,L43 - D34 - Z35 - IRD-ICG-L01-CGS-04 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-04
35,43,35,IRD-ICG-L01-CGS-04 BOH CORRIDOR,x02,OPT,L43 - D35 - Z35 - IRD-ICG-L01-CGS-04 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-04
36,43,35,IRD-ICG-L01-BSR-01 UNIFORM STORE,x02,OPT,L43 - D36 - Z35 - IRD-ICG-L01-BSR-01 UNIFORM STORE - OPT,IRD-ICG-L01-BSR-01
37,43,35,IRD-ICG-L01-BSR-01 UNIFORM STORE,x02,OPT,L43 - D37 - Z35 - IRD-ICG-L01-BSR-01 UNIFORM STORE - OPT,IRD-ICG-L01-BSR-01
38,43,3400,IRD-IT1-L01-SIC-01 SECURITY TRIP,a03,SEC,L43 - D38 - Z3400 - IRD-IT1-L01-SIC-01 SECURITY TRIP - SEC,IRD-IT1-L01-SIC-01
39,43,35,IRD-ICG-L01-CGS-04 BOH CORRIDOR,x02,OPT,L43 - D39 - Z35 - IRD-ICG-L01-CGS-04 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-04
40,43,35,IRD-ICG-L01-CGS-04 BOH CORRIDOR,x02,OPT,L43 - D40 - Z35 - IRD-ICG-L01-CGS-04 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-04
41,43,35,IRD-ICG-L01-CGS-04 BOH CORRIDOR,x02,OPT,L43 - D41 - Z35 - IRD-ICG-L01-CGS-04 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-04
42,43,35,IRD-ICG-L01-CGS-13 BOH CORRIDOR,x02,OPT,L43 - D42 - Z35 - IRD-ICG-L01-CGS-13 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-13
43,43,2005,FPS-BMV-ICG-L01-04,a03,HYD,L43 - D43 - Z2005 - FPS-BMV-ICG-L01-04 - HYD,
44,43,2005,FPS-BMV-ICG-L01-05,a03,HYD,L43 - D44 - Z2005 - FPS-BMV-ICG-L01-05 - HYD,
45,43,3205,LEVEL 01 EXIT INTERFACE STH,a03,SIGN,L43 - D45 - Z3205 - LEVEL 01 EXIT INTERFACE STH - SIGN,
46,43,35,IRD-ICG-L01-CGS-13 BOH CORRIDOR,x02,OPT,L43 - D46 - Z35 - IRD-ICG-L01-CGS-13 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-13
47,43,35,IRD-ICG-L01-CGS-11 BOH CORRIDOR,x02,OPT,L43 - D47 - Z35 - IRD-ICG-L01-CGS-11 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-11
48,43,35,IRD-ICG-L01-CGS-11 BOH CORRIDOR,x02,OPT,L43 - D48 - Z35 - IRD-ICG-L01-CGS-11 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-11
49,43,35,IRD-ICG-L01-CGS-11 BOH CORRIDOR,x02,OPT,L43 - D49 - Z35 - IRD-ICG-L01-CGS-11 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-11
50,43,35,IRD-ICG-L01-BGS-18 STAR ADMIN 02,x02,OPT,L43 - D50 - Z35 - IRD-ICG-L01-BGS-18 STAR ADMIN 02 - OPT,IRD-ICG-L01-BGS-18
51,43,35,IRD-ICG-L01-CGS-11 BOH CORRIDOR,x02,OPT,L43 - D51 - Z35 - IRD-ICG-L01-CGS-11 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-11
52,43,37,IRD-ICG-L01-CGS-02 BOH CORRIDOR,x02,OPT,L43 - D52 - Z37 - IRD-ICG-L01-CGS-02 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-02
53,43,35,IRD-ICG-L01-CGS-11 BOH CORRIDOR,x02,OPT,L43 - D53 - Z35 - IRD-ICG-L01-CGS-11 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-11
54,43,35,IRD-ICG-L01-CGS-11 BOH CORRIDOR,x02,OPT,L43 - D54 - Z35 - IRD-ICG-L01-CGS-11 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-11
55,43,35,IRD-ICG-L01-CGS-11 BOH CORRIDOR,x02,OPT,L43 - D55 - Z35 - IRD-ICG-L01-CGS-11 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-11
56,43,35,IRD-ICG-L01-BGS-18 STAR ADMIN 02,x02,OPT,L43 - D56 - Z35 - IRD-ICG-L01-BGS-18 STAR ADMIN 02 - OPT,IRD-ICG-L01-BGS-18
