loop,device,zone,description,subtype,type,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
32,30,315,IRD-IT4-L43-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,31,315,IRD-IT4-L43-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,32,315,IRD-IT4-L43-SGA-02 GAS CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,33,315,IRD-IT4-L43-SIC-01 COMMS CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,34,315,IRD-IT4-L43-SME-03 MECH CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,35,315,IRD-IT4-L43-SGS-01 FUTURE,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,36,315,IRD-IT4-L43-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,37,316,IRD-IT4-L44-SFS-02 FIRE CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,38,316,IRD-IT4-L44-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,39,316,IRD-IT4-L44-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,40,316,IRD-IT4-L44-SEL-01 ELEC CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,41,316,IRD-IT4-L44-BTW-02 REFUSE ROOM,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,42,316,IRD-IT4-L44-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,43,316,IRD-IT4-L44-SEL-03 ELEC CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,44,316,IRD-IT4-L44-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,45,316,IRD-IT4-L44-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,46,316,IRD-IT4-L44-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,47,316,IRD-IT4-L44-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,48,316,IRD-IT4-L44-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,49,316,IRD-IT4-L44-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,50,316,IRD-IT4-L44-SGA-02 GAS CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,51,316,IRD-IT4-L44-SIC-01 COMMS CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,52,316,IRD-IT4-L44-SME-03 MECH CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,53,316,IRD-IT4-L44-SGS-01 FUTURE,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,54,316,IRD-IT4-L44-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,55,350,IRD-IT4-L44-U11-03,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,56,350,IRD-IT4-L44-U11-04,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,57,350,IRD-IT4-L44-U22-05,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,58,350,IRD-IT4-L44-U11-06,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,59,350,IRD-IT4-L44-U11-02,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,60,350,IRD-IT4-L44-U11-01,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,61,350,IRD-IT4-L44-U11-07,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,62,350,IRD-IT4-L44-U11-08,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,63,350,IRD-IT4-L44-U11-13,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,64,350,IRD-IT4-L44-U11-09,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,65,350,IRD-IT4-L44-U32-12,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,66,350,IRD-IT4-L44-U22-10,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,67,350,IRD-IT4-L44-U11-11,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,68,317,IRD-IT4-L45-SFS-02 FIRE CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,69,317,IRD-IT4-L45-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,70,317,IRD-IT4-L45-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,71,317,IRD-IT4-L45-SEL-01 ELEC CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,72,317,IRD-IT4-L45-BTW-02 REFUSE ROOM,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,73,317,IRD-IT4-L45-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,74,317,IRD-IT4-L45-SEL-03 ELEC CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,75,317,IRD-IT4-L45-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,76,317,IRD-IT4-L45-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,77,317,IRD-IT4-L45-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,78,929,TOWER 4 TOP OF LIFT Q3/4/5,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,79,317,IRD-IT4-L45-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,80,317,IRD-IT4-L45-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,81,317,IRD-IT4-L45-SGS-01 FUTURE,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,82,317,IRD-IT4-L45-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,83,317,IRD-IT4-L45-SGA-02 GAS CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,84,317,IRD-IT4-L45-SIC-01 COMMS CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,85,317,IRD-IT4-L45-SME-03 MECH CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,86,317,IRD-IT4-L45-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,87,351,IRD-IT4-L45-U11-03,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,88,351,IRD-IT4-L45-U22-04,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,89,351,IRD-IT4-L45-U22-02,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,90,351,IRD-IT4-L45-U11-05,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,91,351,IRD-IT4-L45-U22-01,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,92,351,IRD-IT4-L45-U11-06,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,93,351,IRD-IT4-L45-U11-07,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,94,351,IRD-IT4-L45-U11-11,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,95,351,IRD-IT4-L45-U22-10,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,96,351,IRD-IT4-L45-U22-08,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,97,351,IRD-IT4-L45-U32-09,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,98,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,99,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,100,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,101,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,102,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,103,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,104,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,105,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,106,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,107,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,108,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,109,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,110,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,111,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,112,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,113,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,114,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,115,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,116,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,117,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,118,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,119,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,120,3405,IT4 L45 SECURITY TRIP,a03,SEC,4,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,121,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,122,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,123,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,124,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,125,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
32,126,0,,0,,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,1,318,IRD-IT4-L46-SFS-02 FIRE CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,2,318,IRD-IT4-L46-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,3,318,IRD-IT4-L46-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,4,318,IRD-IT4-L46-SEL-01 ELEC CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,5,318,IRD-IT4-L46-BTW-02 REFUSE ROOM,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,6,318,IRD-IT4-L46-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,7,318,IRD-IT4-L46-SEL-03 ELEC CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,8,318,IRD-IT4-L46-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,9,318,IRD-IT4-L46-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,10,318,IRD-IT4-L46-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,11,318,IRD-IT4-L46-PVT-01 LIFT MOTOR RM,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,12,318,IRD-IT4-L46-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,13,318,IRD-IT4-L46-SGS-01 FUTURE,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,14,318,IRD-IT4-L46-SGA-02 GAS CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,15,318,IRD-IT4-L46-SIC-01 COMMS CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,16,318,IRD-IT4-L46-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,17,318,IRD-IT4-L46-SME-03 MECH CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,18,318,IRD-IT4-L46-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,19,352,IRD-IT4-L46-U11-03,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,20,352,IRD-IT4-L46-U22-04,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,21,352,IRD-IT4-L46-U22-02,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,22,352,IRD-IT4-L46-U11-05,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,23,352,IRD-IT4-L46-U22-01,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,24,352,IRD-IT4-L46-U22-06,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,25,352,IRD-IT4-L46-U11-10,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,26,352,IRD-IT4-L46-U22-09,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,27,352,IRD-IT4-L46-U22-07,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,28,352,IRD-IT4-L46-U32-08,x26,MCP,0,0,N,Y,Y,N,N,N,N,N,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,29,319,IRD-IT4-L47-SFS-02 FIRE CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,30,319,IRD-IT4-L47-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,31,319,IRD-IT4-L47-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,32,319,IRD-IT4-L47-SEL-01 ELEC CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,33,319,IRD-IT4-L47-BTW-02 REFUSE ROOM,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,34,319,IRD-IT4-L47-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,35,319,IRD-IT4-L47-SEL-03 ELEC CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,36,319,IRD-IT4-L47-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,37,319,IRD-IT4-L47-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,38,319,IRD-IT4-L47-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,39,319,IRD-IT4-L47-SGS-01 FUTURE,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,40,319,IRD-IT4-L47-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,41,319,IRD-IT4-L47-SGA-02 GAS CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,42,319,IRD-IT4-L47-SIC-01 COMMS CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,43,319,IRD-IT4-L47-SME-03 MECH CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,44,319,IRD-IT4-L47-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,45,320,IRD-IT4-L48-SFS-02 FIRE CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,46,320,IRD-IT4-L48-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,47,320,IRD-IT4-L48-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,48,320,IRD-IT4-L48-SEL-01 ELEC CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,49,320,IRD-IT4-L48-BTW-02 REFUSE ROOM,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,50,320,IRD-IT4-L48-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,51,320,IRD-IT4-L48-SEL-03 ELEC CUPBOARD,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,52,320,IRD-IT4-L48-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,53,320,IRD-IT4-L48-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,54,320,IRD-IT4-L48-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,55,320,IRD-IT4-L48-SGS-01 FUTURE,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
33,56,320,IRD-IT4-L48-CGL-01 CORRIDOR,x02,OPT,0,0,N,Y,Y,Y,Y,Y,N,Y,0,0,0,0,0,0,N,100,80,0,0,0,0,0,,,,,,
